Block Height,Price
816730,13.54
816710,13.57463215
816690,13.54
816670,13.73
816610,13.8123
816590,13.93318534
816570,13.88224
816560,13.81850856
816540,13.86839179
816530,13.8123
816520,13.88224
816490,13.7
816460,13.83378
816450,13.60391425
816440,13.8257
816430,13.8195001
816420,14.0918
816410,14.2253
816400,13.94275
816390,13.89
816370,13.8053
816360,13.831499
816350,13.9274
816340,13.82323119
816330,14.0843
816320,14.12877058
816310,14.14525177
816300,14.0968
816290,14.0843
816280,14.14449271
816270,14.1891
816260,14.26670503
816250,14.16574
816230,14.0695
816220,14.1678
816210,14.066
816190,13.999
816180,14.07661
816140,14.02
816130,13.999
816120,14.02
816110,13.89
816090,13.85354713
816080,13.8695
816060,13.6155
816050,13.57674
816040,13.54
816030,13.5405
816010,13.5
816000,13.17435
815990,12.896
815930,12.65
815920,12.49100394
815910,12.36247925
815900,12.37820081
815890,12.51530208
815870,12.69
815860,12.67204269
815850,12.72893025
815820,12.896
815810,12.68699
815760,12.53
815740,12.40011
815700,12.1856
815690,12.15187
815660,11.93473556
815650,11.85360753
815630,11.90135258
815620,11.85
815590,11.7272
815540,11.73424
815490,11.96499
815460,11.97573321
815430,11.7853
815420,11.73041689
815410,11.505
815400,11.75428
815390,11.77
815350,11.75428
815320,11.51
815300,11.44
815290,11.3865
815260,11.66925
815220,11.76
815190,12.00355
815150,12.13
815130,12.1856
815120,12.23025452
815100,12.27652847
815090,12.19
815080,12.1852
815070,12.19
815060,12.16
815050,12.2574
815040,12.27603
815030,12.3722
815010,12.1772
815000,12.3529
814980,12.4
814970,12.2746
814960,12.2252861
814950,12.05034
814940,12.1638
814930,12.1099
814910,12.1912
814900,12.294
814870,12.77667
814860,12.73132
814850,12.78
814830,12.82463035
814820,12.74889579
814810,12.73832806
814800,12.896
814780,12.94031858
814770,12.99485
814760,12.9445
814750,13
814730,13.11
814720,13.3871
814710,13.57252205
814700,13.6009
814680,13.66
814660,13.5505
814650,13.3871
814630,13.36
814610,13.35
814600,13.29844022
814580,13.2941332
814570,13.35
814550,13.26405
814520,13.26
814480,13.39372
814460,13.39245
814220,12.65
814190,12.57353
814150,12.47
814140,12.45595
814130,12.43738336
814070,12.42
814050,12.3632
814020,12.65
814000,12.6
813990,12.65
813980,12.6035
813970,12.49585346
813960,12.38179164
813940,12.5606
813930,12.65
813890,12.5606
813880,12.54
813870,12.53370663
813860,12.49008
813850,12.3534
813830,12.35159398
813820,12.5126
813810,12.6198
813800,12.64864057
813790,12.51561
813780,12.5245
813750,12.65
813740,12.8861
813700,12.886
813690,12.97187481
813680,12.98700185
813670,13
813660,12.97942346
813650,13.15623986
813640,12.7017
813620,12.65
813610,12.5334
813590,12.55721
813580,12.63
813570,12.58211217
813560,12.55
813550,12.64662084
813540,12.4655
813530,12.431
813520,12.4347
813510,12.431
813500,12.40341186
813490,12.431
813480,12.29
813460,12.2284667
813450,12.2311667
813430,12.2978
813420,12.20871161
813410,12.169585
813400,12.17726301
813390,12.06015317
813380,12.04897002
813370,11.98095
813360,12.09681
813310,12.28181
813300,12.462845
813270,12.652845
813260,12.75049
813250,12.81258215
813230,12.82049
813220,12.8173457
813200,12.74873604
813190,12.71701271
813170,12.7011016
813160,12.77612037
813140,12.82254073
813130,12.8876673
813110,12.98272031
813100,13.04252
813080,12.96042
813040,12.86822
813030,12.792285
813020,12.76345302
813010,12.78387256
812990,12.79257117
812980,12.77448552
812960,12.69545208
812930,12.65494052
812920,12.6329
812900,12.844665
812890,12.894665
812880,12.92159561
812870,12.966405
812860,12.98791909
812850,13.016405
812840,13.05895
812820,13.04042986
812800,12.99437
812790,12.95795405
812780,12.9267725
812760,13.06373331
812750,13.172895
812740,13.182645
812730,13.18687775
812720,13.09792968
812710,13.06757293
812690,13.196625
812680,13.22387676
812670,13.20765548
812660,13.23047708
812650,13.16260409
812630,13.18920157
812620,13.18688599
812600,13.29841686
812590,13.3002
812570,13.3052
812550,13.25949
812530,13.3052
812520,13.31306361
812510,13.30335861
812500,13.275495
812490,13.316345
812480,13.4244
812470,13.43052698
812460,13.3570465
812450,13.345
812440,13.39485
812420,13.40185
812410,13.28065
812380,13.25685
812370,13.29475
812350,13.15
812330,13.095
812300,13.08903017
812290,13.0372
812240,12.84587
812220,12.82211318
812200,12.85424
812190,12.9
812180,12.93986211
812150,13.06
812140,12.8793
812120,12.86
812110,12.85451077
812080,12.86
812070,12.8234
812060,12.9378
812050,12.927
812040,12.95
812030,12.89979633
812010,12.89283718
812000,12.7788
811990,12.75606526
811980,12.7798
811970,12.77277491
811960,12.85158835
811920,12.64146
811910,12.51831519
811890,12.37
811820,12.17
811810,12.08468
811800,11.98887801
811790,11.86
811780,11.80845622
811770,11.74738
811760,11.60449241
811750,11.6086
811740,11.61313771
811710,12.00217
811690,12.0276
811680,12.1123
811650,12.4
811640,12.41
811620,12.57322
811610,12.55631709
811600,12.41
811590,12.406
811570,12.41
811560,12.3093
811540,12.33337543
811530,12.16384468
811520,12.1322775
811390,12.2311
811380,12.1
811360,12.2311
811340,12.48
811330,12.87
811320,12.9465
811290,13.095
811270,13.0971
811260,13.1205
811250,13.15161
811240,13.1205
811230,13.15161
811220,13.0732
811210,13.095
811200,13.1914
811190,13.1688
811180,13.1277
811170,13.2484
811150,13.33
811130,13.30047764
811120,13.3
811110,13.32
811100,13.23033718
811090,13.2439
811080,13.23646086
811070,13.13935422
811060,13.095
811040,13.17
811030,13.1124
811020,13.095
811010,13.1498
811000,13.1
810990,13.1501
810980,13.1502
810970,13.085
810960,13.046
810950,12.90771218
810940,12.99166092
810930,13
810920,12.99166092
810900,13
810890,12.9721
810880,13.0997
810870,13.11630489
810860,13.12
810850,12.9999
810840,12.8
810830,12.7757
810820,12.85698508
810810,13.082
810800,13.18618083
810050,15.31415908
810040,15.30956
810030,15.29546547
810020,15.25440547
810010,15.38444957
810000,15.35874731
809980,15.24862292
809970,15.32623283
809940,15.33663
809930,15.23585642
809910,15.32537816
809900,15.32751804
809890,15.36415269
809880,15.461595
809860,15.47270969
809850,15.45468474
809840,15.66777012
809830,15.938145
809820,14.29054132
809800,14.313145
809730,13.496015
809720,13.36356
809710,13.30503038
809690,13.25003169
809680,13.2996
809670,13.3277
809660,13.345
809640,13.304175
809630,13.2737
809590,13.304175
809550,13.25854
809540,13.23935
809530,13.25215
809470,13.058785
809460,13.0228
809430,12.585275
809400,12.415275
809380,12.41162118
809370,12.41585156
809320,12.4284
809270,12.26386
809260,12.20895861
809240,12.16964812
809200,11.99468
809190,11.86371245
809180,11.65984249
809150,11.64366401
809140,11.70690313
809120,11.68830159
809100,11.60449909
809090,11.51005992
809080,11.40212597
809070,11.37110333
809060,11.31480676
809000,11.61928
808990,11.62641671
808970,11.63913363
808960,11.60217808
808940,11.58584322
808930,11.51885613
808920,11.4894966
808910,11.39372873
808900,11.38999539
808890,11.33334248
808870,11.38685279
808860,11.44496967
808850,11.72073959
808840,11.71538382
808830,11.65419754
808820,11.66437
808800,11.80077608
808790,11.81223156
808780,11.82518397
808760,11.98974589
808750,12.01962
808740,11.9896348
808730,11.8865378
808720,11.91791448
808710,11.88424948
808700,11.79899621
808680,11.69433821
808660,11.80569707
808640,11.79293454
808630,11.71843463
808620,11.76245109
808600,11.594365
808590,11.66541093
808580,11.93717563
808570,11.87591319
808560,11.93821494
808550,12.16679337
808530,12.180855
808520,12.22127058
808510,11.76993702
808500,10.99565
808490,12.467155
808480,12.757155
808470,13.475855
808460,14.14685437
808450,14.24676
808440,14.19701
808430,14.17441
808420,14.30312511
808410,14.25837511
808400,14.21543511
808390,14.4505
808380,14.47134586
808370,14.57005711
808360,14.60495711
808350,14.57144
808340,14.56216011
808330,14.56572011
808320,14.72042549
808300,14.738
808290,14.90470767
808280,14.92027854
808270,15.1591296
808260,15.28925
808250,15.29141
808240,15.26356
808060,14.92
808000,14.91318
807980,14.92
807970,14.84
807960,14.87760589
807950,14.8799
807940,14.92399
807910,14.84
807900,14.78933308
807890,14.76819975
807880,14.716
807870,14.809
807860,14.84
807850,14.77681
807840,14.70276291
807810,14.716
807780,14.84
807770,14.99814
807750,15.0303
807730,15.12185002
807700,15.13043
807690,15.1249
807670,15.04
807660,14.92681
807640,14.85
807620,14.8482
807580,14.84
807550,14.84272
807500,14.8482
807470,14.85
807460,15.18
807450,15.13266
807350,14.95
807310,14.9922
807080,14.84
807070,14.7973
807060,14.7974
807050,14.8166
807040,14.7531
807030,14.84
807020,14.83061646
807010,14.8388
807000,14.80794413
806990,14.94
806980,14.83287711
806970,14.83897609
806950,14.77231
806940,14.74
806930,14.72
806920,14.70293701
806890,14.7162
806880,14.7
806870,14.70319584
806860,14.73095
806850,14.71170674
806840,14.73095
806830,14.74
806820,14.67
806810,14.6462
806800,14.6
806790,14.6069
806760,14.67
806720,14.6719
806710,14.65500958
806700,14.6069
806690,14.5944
806680,14.54744
806670,14.6192
806660,14.6719
806650,14.57857
806640,14.5218
806580,14.46
806570,14.71
806560,14.54335107
806550,14.2666
806540,14.05853
806520,14.46
806490,14.5426
806480,14.56961
806470,14.71
806410,14.79
806370,14.84
806280,14.8501
806250,14.87591
806240,14.88648585
806230,14.9799
806220,15.07685807
806200,15.0538087
806180,15.05142232
806170,15.0783554
806130,14.98673
806060,14.9799
806050,14.85713
806030,14.88300697
806020,14.9799
806010,15.03241876
806000,15.01
805990,14.98262569
805960,15.01
805940,14.9799
805910,14.97251
805880,14.95
805860,14.95247
805850,14.93
805840,14.94
805830,14.95904046
805820,14.9809
805810,14.98319085
805790,15.15
805760,15.16064
805740,15.20219793
805700,15.2658
805690,15.36
805630,15.35
805620,15.34
805550,15.36
805510,15.2658
805490,15.25
805470,15.23826
805450,15.22
805440,15.16143886
805430,15.15
805420,15.1821
805410,15.1818
805400,15.18622747
805390,15.18
805380,15.1818
805370,15.18
805360,15.30489
805350,15.40307022
805340,15.39
805330,15.3393
805320,15.39
805280,15.45913
805260,15.48178062
805250,15.47337706
805240,15.437
805230,15.52975639
805160,15.34
805120,15.3089
805100,15.29
805090,15.31651095
805070,15.26984005
805060,15.25147
805050,15.2662
805040,15.28771852
805030,15.3545
804990,15.3181
804960,15.2681
804940,15.22385
804920,15.16301
804900,15.15129815
804870,15.01166
804860,14.97349159
804830,14.96166
804810,14.96108
804770,15.02108
804760,15.05676297
804750,15.07187362
804740,15.08187362
804720,15.057655
804710,15.08767016
804680,15.11452174
804660,15.17
804650,15.14847832
804640,15.12003
804610,15.12678745
804590,14.96257452
804570,14.9696847
804560,14.93560363
804550,14.94720781
804540,14.91796281
804530,14.88488334
804520,14.8706141
804510,14.9440641
804500,14.95980188
804470,15.084205
804450,15.09606
804440,15.12237163
804430,15.155
804420,15.16317
804410,15.18952
804400,15.28766927
804390,15.314605
804380,15.2708577
804370,15.3248013
804360,15.3460253
804350,15.397045
804340,15.3618
804330,15.39185
804320,15.397045
804300,15.34745
804290,15.33155
804280,15.28725103
804270,15.29495
804260,15.39
804250,15.3218
804240,15.3194
804230,15.3
804220,15.29441719
804210,15.28066719
804200,15.26115
804180,15.25025
804170,15.23419978
804160,15.2505
804130,15.24
804120,15.15159
804110,15.17902753
804100,15.22093753
804090,15.24
804060,14.970735
804030,14.875
804020,14.71
804000,14.703197
803990,14.68538
803980,14.665185
803970,14.610185
803960,14.55335
803940,14.5436
803920,14.54
803910,14.55335
803900,14.57594052
803890,14.58789052
803880,14.52178029
803870,14.58335
803860,14.63265339
803850,14.75813
803840,14.86485093
803830,14.87331672
803820,14.76896881
803790,14.6
803780,14.60930795
803770,14.60220612
803760,14.575
803750,14.64536675
803740,14.575
803730,14.52285511
803720,14.8553
803710,14.70263695
803700,15.1212
803690,15.2002
803660,15.28
803650,15.4559
803640,15.599
803630,15.4242
803620,15.61959
803610,15.48051478
803600,15.38613
803580,15.56985
803570,15.57645
803560,15.56305547
803550,15.61237295
803540,15.61867341
803530,15.64
803510,15.45695477
803500,15.42
803490,15.3918777
803480,15.42
803470,15.42401103
803460,15.4815
803450,15.496495
803440,15.52243082
803430,15.51849492
803420,15.50199992
803400,15.48963915
803390,15.51963915
803380,15.53285
803360,15.46151
803350,15.555
803340,15.68402832
803330,15.62682832
803320,15.7465
803310,15.78315
803290,15.785
803280,15.778875
803270,15.76
803260,15.7465
803250,15.786525
803240,15.787375
803230,15.803875
803220,15.81
803210,15.84108
803200,15.83
803190,15.81
803180,15.82
803170,15.84108
803130,15.86
803090,15.94912
803080,16.0272
803070,16.02445
803050,16.03
803010,16.02445
802990,16.03
802980,16.0847
802970,16.08417
802940,16.09905
802930,16.1
802920,16.108
802860,16.1
802850,16.14607
802830,16.16
802820,16.14607
802810,16.10921
802800,16.092
802780,16.08
802770,16.0737
802760,16.0391
802750,16.0655
802720,16.013285
802700,16.06
802660,16.083205
802640,16.005145
802630,15.945
802620,15.94505
802610,15.950145
802590,15.95398
802570,15.89
802560,15.8858
802530,15.9367
802510,16.12874
802500,16.0333
802490,16.12874
802450,16.06267
802420,16.00976
802410,16.0627
802370,16.1564
802360,16.2125
802350,16.25
802330,16.09063
802310,16.0031
802270,15.85421
802260,15.7975
802250,15.733
802240,15.909
802200,15.7196
802170,15.83317
802160,15.8661
802140,15.9088
802080,15.85711
802050,15.7
801870,16.138
801800,16.16944
801740,16.19
801720,16.14983
801650,16.138
801620,16.1513
801610,16.1482
801600,16.2723
801450,16.3
801430,16.255
801390,16.25
801350,16.2414
801340,16.2727
801330,16.2634
801310,16.255
801280,16.25454
801270,16.2527
801260,16.25454
801240,16.2527
801210,16.255
801200,16.2283
801190,16.2635
801150,16.2283
801140,16.14
801130,16.1387
801100,16.18
801090,16.14
801080,16.18
801060,16.23887
801050,16.2612
801040,16.235
801030,16.25985
801020,16.252015
801010,16.2943
801000,16.27055
800980,16.29663
800950,16.33
800930,16.41399
800900,16.55
800800,16.563
800780,16.55
800770,16.552
800760,16.44094
800750,16.4915
800730,16.517
800700,16.68
800680,16.78998
800670,16.903
800650,16.99
800630,17.02
800600,17.17614
800400,17.33
800330,17.25704
800240,17.2845
800190,17.22
800170,17.16338
800130,17.16
800110,17.102
799980,16.99
799860,16.9196
799760,16.903
799750,16.74
799730,16.5753
799710,16.5506
799700,16.48
799690,16.45539
799660,16.67676
799620,16.88826
799600,16.88771
799590,16.9215
796720,16.8716
796710,16.809045
796700,16.839045
796690,16.76115
796680,16.83635
796660,16.77
796650,16.79085
796640,16.75824
796630,16.8026
796620,16.8148
796580,16.86
796550,16.9396
796520,17.1
796500,17.15
796450,16.9902
796400,17.1465
796330,17.15
796290,17.1465
796260,17
796080,17.01
796060,17.05907
796000,17.1465
795980,17.15548
795960,17.32
795920,17.39
795910,17.4242
795900,17.57
795870,17.40795
795840,17.39
795830,17.3602
795820,17.36
795770,17.32
795760,17.26546
795730,16.9892
795700,16.97029
795640,17.2631
795430,17.32
795380,17.39
795360,17.4928
795330,17.63
795320,17.63397
795310,17.63
795300,17.65
795290,17.63
795280,17.5831
795270,17.48122
795260,17.5831
795250,17.5
795240,17.5831
795230,17.5
795220,17.5598
795210,17.5617
795190,17.5396
795180,17.6102
795160,17.6188
795100,17.48
795060,17.33
795030,17.314
794990,17.21
794960,17.314
794920,17.32951
794860,17.314
794830,17.39
794800,17.55869
794690,17.314
794650,17.26
794610,17.01
794600,17
794590,16.8896
794580,16.8008
794520,16.97
794510,17.05
794500,17.08
794470,17.13717
794450,17.12
794400,17.0755
794390,17.12
794380,17.1944
794370,17.1446
794350,17.24315
794340,17.2683
794310,17.3081
794300,17.2291
794290,17.3
794280,17.18
794260,17.16299
794250,17.1518
794240,17.16299
794220,16.93
794190,16.88
794180,16.7933
794170,16.88
794160,16.9028
794120,17.09
794110,17.2507
794100,17.15
794060,17.4095
794040,17.57608
794030,17.4095
794010,17.40475
794000,17.4011
793990,17.4
793970,17.70326
793960,17.87795
793950,17.85
793940,17.975
793930,18.1406
793920,18.095
793910,18.239725
793890,17.975
793820,17.8
793800,17.67939
793790,17.63644
793780,17.60119
793770,17.7625
793760,17.8101
793750,17.6537
793730,18.01
793710,18.015945
793680,18.224265
793620,18.745
793580,19.025
793550,19.27435
793500,20.0156
793360,20.19
793320,20.325
793240,20.0156
793220,20.109075
793180,20.0156
793150,19.8506
793130,19.70372
793120,19.69145
793100,19.75835
793060,20.14745
793020,19.5656
793010,18.98931
793000,18.66656
792990,18.66181
792960,19.23
792940,19.234805
792900,19.27
792880,19.2488
792850,18.78061
792830,18.7194
792810,18.68
792800,18.4385
792780,18.45
792770,18.60005
792760,18.6579
792750,18.7721
792730,18.915
792700,19.015
792690,19.57985
792680,19.56775
792670,19.25375
792620,19.25
792550,19.09
792510,18.4
792500,18.3605
792490,18.1749
792450,17.91
792400,15.812
792360,15.5934
791690,15.35979
791670,15.3
791630,15.28422
791600,15.24
791560,15.13892
791550,15.1522
791510,15.2491
791500,15.25
791480,15.3279
791450,15.51
791370,15.5912
791350,15.51
791340,15.5844
791330,15.48
791320,15.5357
791310,15.48
791300,15.5
791290,15.4999
791220,15.7541
791190,15.69774
791160,15.6954
791150,15.7501
791130,15.812
791120,15.89
791110,15.92631
791060,15.93
791000,15.98
790980,16.0705
790970,16.1831
790950,16.22
790900,16.249
790890,16.2299
790850,16.22
790840,16.1502
790830,16.13881
790820,16.15
790800,16.22
790760,16.3277
790730,16.41
790660,16.44
790590,16.49
790550,16.37
790460,16.31
790390,16.39
790250,16.25
790180,16.26
790060,16.63
790050,16.6059
790040,16.5469
789990,16.36
789980,16.1826
789970,16.23
789960,16.2303
789950,16.2999
789940,16.2498
789910,16.53
789860,16.632
789840,16.92
789820,16.94
789800,16.98
789770,16.97845
789740,16.98
789730,16.96655
789720,16.9241
789710,16.94
789680,16.714585
789670,16.641835
789660,16.652385
789650,16.69795
789640,16.73335
789630,16.57185
789610,16.55
789600,16.63715
789590,16.64911
789580,16.579015
789570,16.55
789530,16.669015
789510,16.804665
789500,16.839365
789490,16.889665
789460,16.965
789410,17.04776
789390,16.99345
789360,16.97018
789340,17.02803
789320,17.0731
789300,17.25319
789270,17.34834
789260,17.40515
789160,17.5825
789130,17.556505
789080,17.45
789030,17.52
789010,17.6175
788960,17.811485
788950,17.83513
788870,17.77
788850,18.0543
788840,18.07
788820,17.7625
788780,17.691885
788770,17.619385
788760,17.76
788740,17.76165
788710,17.57165
788700,17.57
788680,17.49833
788640,17.44333
788630,17.36748
788610,17.38415
788600,17.587
788570,17.6
788560,17.171305
788550,17.071555
788540,16.796305
788510,16.766305
788480,16.434805
788440,16.429255
788430,16.38
788420,16.42885
788410,15.85372
788360,15.3555
788350,15.375
788340,15.37865
788330,15.4347
788320,15.4558
788310,15.48415
788300,15.499055
788280,15.454055
788270,15.41945
788260,15.454055
788230,15.33
788220,15.45599
788210,15.49594
788190,15.45599
788180,15.65995
788170,15.6175
788160,15.545
788120,15.796265
788110,16.055
788100,16.12275
788090,15.94445
788080,16.05665
788070,16.08915
788060,16.1362
788040,15.85
788030,15.80605
788020,15.94245
788010,16.0355
788000,16.0375
787990,16.1315
787980,16.21195
787950,16.3638
787940,16.4924
787930,16.58855
787910,16.87
787900,16.87545
787880,16.88
787870,16.73036
787860,16.6408
787840,16.33
787830,16.15175
787760,16.12175
787650,16.08675
787630,16.026435
787610,15.721435
787590,15.459095
787580,15.504095
787560,15.8
787530,16.06
787510,15.62814
787440,15.063
787380,15.29
787320,15.17
787310,15.1782
787290,15.394465
787270,15.40795
787250,15.43947
787240,15.2518
787210,15.30947
787190,15.22
787140,14.04
787130,14.07
787120,14.01
787110,14.035
787100,14.02295
787090,14.07
787080,14.07725
787070,14.12995
787060,14.12225
787040,14.16
787030,14.12225
787020,14.08725
786980,13.438875
786960,13.285
786950,13.29
786930,13.25495
786920,13.24
786910,13.335
786900,13.31
786860,13.53009
786850,13.6362
786830,13.5654
786820,13.72185
786810,13.81055
786790,13.75725
786780,13.89735
786760,13.9501
786740,13.93005
786730,13.641815
786720,13.244315
786710,13.19945
786700,12.940695
786690,12.825695
786660,12.820695
786640,12.835
786630,12.8193
786620,12.84
786610,12.9598
786600,13.064555
786580,12.88933
786570,12.76933
786510,12.73
786470,12.82986
786460,12.937
786450,12.9162
786440,12.91
786420,12.8485
786380,12.85
786350,12.94423
786320,12.95
786310,12.9658
786260,13.26
786250,13.3411
786230,13.54827
786220,13.55
786210,13.5897
786200,13.76
786160,13.81111
786140,13.85
786080,13.86
786020,13.83
785980,13.99
785970,14.03
785940,14.14106
785920,14.19
785910,14.52
785880,14.56931
785860,14.5737
785830,14.52
785800,13.79
785770,13.57
785760,13.45895
785700,13.3823
785630,13.34
785570,13.02
785550,12.7614
785540,12.6432
785530,13.00565
785520,13.02
785510,12.9449
785460,12.75
785440,12.62
785420,12.28
785390,12.1382
785370,12.05022
785300,11.98
785270,11.86
785260,11.856
785230,11.85
785210,11.7
785200,11.5075
785190,11.7
785180,11.79512
785170,11.7565
785130,11.7
785100,11.62616
784970,10.8175
784910,10.75
784890,10.57
784870,10.5102
784840,10.48
784800,10.42
784780,10.5102
784730,10.52405
784710,10.65
784640,10.67
784570,10.64
784520,10.67593
784500,10.79
784450,10.76
784440,10.7306
784430,10.76
784360,10.83
784290,10.86
784250,10.88
784230,10.86535
784120,10.662
784100,10.58811
784040,10.57
783980,10.51
783910,10.5102
783800,10.41
783790,10.44
783780,10.4277
783730,10.41
783710,10.343
783640,10.1952
783620,10.1301
783610,10.1614
783600,10.089
783590,10.1142
783580,10.01725
783530,9.93
783500,9.89841
783460,9.86
783440,9.844
783400,9.84255
783380,9.82
783370,9.774
783340,9.75469
783310,9.75
783280,9.67645
783270,9.6643
783250,9.62
783240,9.56782
783230,9.58282
783210,9.56782
783190,9.54005
783180,9.47315
783170,9.48505
783160,9.4607
783150,9.48505
783130,9.4521
783120,9.514355
783100,9.51
783090,9.514355
783080,9.511
783070,9.52108
783030,9.50108
783020,9.5103
783010,9.485
782970,9.70505
782950,9.792
782910,9.801625
782900,9.77715
782890,9.8026
782860,9.74353
782850,9.7397
782830,9.725
782820,9.62984
782810,9.62019
782800,9.6078
782790,9.65
782750,9.66
782740,9.662555
782730,9.70405
782720,9.685
782700,9.96481
782690,9.9689
782670,9.995
782660,10.003405
782650,10.00135
782610,10.028405
782590,10.06973
782580,10.07973
782570,10.08973
782560,10.07973
782540,10.065515
782530,10.050515
782520,10.03
782510,10.0159
782490,10.01292
782460,10.01702
782450,10.03885
782440,10.03985
782420,10.10385
782410,10.1378
782400,10.1116
782390,10.161845
782380,10.114095
782370,10.160295
782360,10.178195
782350,10.2512
782340,10.22
782330,10.124445
782270,10.04616
782260,9.9704
782250,9.99975
782240,9.996115
782230,9.9901
782210,9.955
782200,9.9407
782180,9.934515
782170,9.8991
782160,9.92
782150,9.89675
782140,9.92
782100,10.035835
782090,10.022655
782070,10.003055
782060,10.05775
782050,10.05765
782030,10.044255
782010,10.075
781960,10.10134
781940,10.18
781810,10.155
781760,10.15
781740,10.12663
781710,10.12
781680,10.14
781650,10.2259
781630,10.209775
781590,10.235675
781560,10.21835
781520,10.12
781500,10.116645
781460,10.136645
781430,10.08918
781400,10.03918
781370,10.0431
781320,10.0531
781300,10.07
781250,10.14
781240,10.23933
781220,10.24155
781210,10.27455
781200,10.29865
781190,10.26361
781180,10.28224
781150,10.27859
781110,10.29
781100,10.27708
781090,10.29
781080,10.2841
781050,10.27708
780960,10.435
780950,10.4721
780920,10.4422
780900,10.48
780890,10.4668
780870,10.447
780850,10.3512
780780,10.13461714
780760,10.0001
780730,9.94
780680,9.9175
780660,9.89403
780650,10.11064
780620,10.13461714
780590,10.15
780580,10.21141
780520,10.25
780510,10.2735
780490,10.26
780480,10.2102
780460,10.2257
780450,10.2108
780420,10.19811
780390,10.24
780340,10.4396
780330,10.4431
780320,10.44
780280,10.46
780240,10.4396
780230,10.38
780220,10.4291
780210,10.4396
780200,10.4159
780190,10.42357
780130,10.38
780120,10.3981
780110,10.4
780100,10.38
780090,10.3918
780080,10.38
780060,10.4396
780000,10.38
779990,10.3912
779970,10.38
779960,10.3895
779950,10.43
779930,10.41219
779860,10.38
779820,10.22
779800,10.1637
779780,10.13461714
779770,10.0946
779690,10.09801
779650,10.12618
779640,10.13461714
779630,10.12618
779620,10.15187767
779610,10.13566
779580,10.03
779570,10.00883
779560,9.93995
779540,9.93506897
779520,9.88656635
779510,10.002165
779500,10.00637361
779490,9.99590616
779480,10.07
779380,9.9999
779360,10.05
779320,10.07523
779300,10.100955
779290,10.11401134
779250,10.095955
779230,10.09
779220,10.08
779180,10.05105
779170,10.08
779160,10.106215
779120,10.13
779100,10.150865
779070,10.335
779040,10.375835
779000,10.455
778980,10.505
778960,10.535
778930,10.555965
778910,10.50710198
778870,10.575
778840,10.69375
778800,10.826935
778770,10.83375
778760,10.79031218
778750,10.73624572
778730,10.725335
778720,10.81011
778710,10.82664773
778700,10.8340705
778690,10.82816251
778660,10.84293791
778650,10.88091336
778640,10.93811948
778630,10.95829682
778620,11.08399241
778610,11.10174357
778600,11.09235012
778590,11.120905
778570,11.12473366
778560,11.12460851
778550,11.12
778530,11.14029174
778520,11.13545722
778510,11.11609009
778500,11.06098001
778490,11.09628195
778480,11.09172142
778460,11.12421001
778450,11.168845
778430,11.1351615
778420,11.11774889
778390,10.94875
778380,10.74875
778350,10.63
778330,10.535
778320,10.51367023
778310,10.46924904
778300,10.528465
778270,10.543465
778260,10.528465
778250,10.543465
778230,10.4917244
778220,10.535
778200,10.51561424
778190,10.47384
778160,10.535
778140,10.602665
778130,10.60586219
778120,10.602665
778110,10.73530919
778060,10.72375
778050,10.66724866
778040,10.73099866
778030,10.66875
778020,10.72772097
778010,10.73378082
778000,10.92
777990,10.87086243
777980,11.08375578
777970,11.09725848
777960,11.13001188
777950,10.881935
777940,10.859885
777930,11.020735
777900,10.5
777880,10.275
777870,10.10893121
777840,9.77
777830,9.747
777820,9.717
777810,9.71559587
777800,9.622185
777790,9.61689855
777780,9.48
777740,9.36695
777730,9.28198433
777720,9.30361851
777710,9.42004443
777700,9.41262024
777670,9.38354
777630,9.37195
777620,9.2788894
777610,9.34301494
777600,9.30833662
777580,9.32652562
777560,9.33
777540,9.29902
777530,9.18863624
777510,9.29902
777500,9.25915884
777480,9.28079434
777470,9.30874662
777460,9.26911168
777450,9.090295
777440,9.03084409
777430,9.03626072
777410,9.02061756
777400,9.0824845
777390,9.08521491
777360,9.09
777340,8.93273
777310,8.84
777240,8.77928
777230,8.680256
777220,8.69428
777200,8.48445
777190,8.395505
777180,8.38095
777160,8.28755128
777150,8.21109
777140,8.1535
777130,8.11448338
777110,8.09493329
777100,8.090555
777090,8.119065
777060,8.09
777050,8.14916198
777010,8.193965
777000,8.23295
776990,8.26422218
776980,8.26985
776970,8.28
776960,8.27595587
776940,8.24213
776930,8.22
776910,8.22228
776900,8.2016
776890,8.2143
776870,8.28
776860,8.30956563
776850,8.34082939
776840,8.33306
776810,8.295
776800,8.335
776790,8.33921575
776770,8.29921575
776760,8.27745
776750,8.27
776730,8.25618
776720,8.283235
776710,8.299855
776700,8.37275542
776690,8.416785
776680,8.478
776670,8.505
776660,8.52996685
776650,8.5195
776640,8.49
776630,8.41
776620,8.3409
776610,8.30368068
776590,8.28419596
776580,8.27332894
776570,8.40871
776560,8.38
776540,8.4
776520,8.15
776510,8.11
776500,8.0872
776480,8.058165
776470,8.09477846
776460,7.99561269
776450,8.1034444
776440,8.1496292
776430,8.09753884
776420,8.15615607
776410,8.112345
776400,8.07102555
776390,8.15448416
776360,8.205145
776350,8.12998435
776340,8.10138778
776330,8.09900941
776300,8.15091
776290,8.07960215
776280,8.07836715
776270,8.143775
776250,7.955
776240,7.95314601
776230,7.91310956
776220,7.94206422
776210,8.015
776200,8.03
776190,7.95661
776180,7.93545446
776160,7.725
